2,1
4,0
7,0
16,0
17,1
20,1
21,0
30,1
36,0
53,1
54,0
55,0
56,0
68,1
75,1
77,0
86,0
87,0
88,0
90,1
100,1
101,0
105,1
109,0
111,1
113,0
115,1
119,1
125,1
132,0
137,1
156,0
157,0
162,0
163,0
166,0
167,0
168,1
169,0
170,1
178,0
180,0
181,0
182,0
184,0
198,0
199,0
201,1
204,0
207,1
208,0
209,1
223,0
224,0
227,0
228,0
232,0
233,0
238,0
241,0
242,1
246,0
247,0
251,0
252,1
261,0
262,1
263,1
265,0
266,0
270,1
277,0
278,0
279,0
280,1
293,1
295,0
299,0
301,0
302,1
308,0
309,0
313,0
314,0
315,0
322,0
324,0
327,0
333,1
336,0
352,1
357,1
358,0
363,0
369,1
370,0
379,1
390,0
391,0
398,0
401,0
414,1
416,0
426,0
427,1
428,0
433,0
434,0
438,1
439,0
454,0
458,1
461,1
466,1
471,0
473,0
474,1
477,0
478,1
483,0
485,1
486,0
489,0
490,1
494,1
